learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,3,0.238,0.877,1,0.390747,6
2,8,7,0.201,0.881,1,0.571259,1
3,10,6,0.215,0.875,1,0.980072,5
4,13,0,0.229,0.865,1,0.532074,5
4,13,2,0.229,0.865,1,0.861298,8
4,13,6,0.229,0.865,1,0.641357,7
4,13,8,0.229,0.865,1,0.078949,2
4,13,11,0.229,0.865,1,0.775146,0
5,9,0,0.22,0.871,1,0.988892,0
6,19,1,0.22,0.863,1,0.009491,0
6,19,8,0.22,0.863,1,0.227722,4
6,19,17,0.22,0.863,1,0.062531,9
7,8,3,0.209,0.866,1,0.468262,4
7,8,7,0.209,0.866,1,0.284698,2
8,10,2,0.223,0.887,1,0.819458,2
9,13,1,0.199,0.871,1,0.032928,2
9,13,10,0.199,0.871,1,0.994598,3
9,13,12,0.199,0.871,1,0.911713,7
12,19,0,0.221,0.877,1,0.868896,3
12,19,2,0.221,0.877,1,0.898285,1
12,19,7,0.221,0.877,1,0.045441,9
12,19,8,0.221,0.877,1,0.707794,0
12,19,13,0.221,0.877,1,0.856049,6
12,19,16,0.221,0.877,1,0.668274,2
13,8,0,0.232,0.87,1,0.55896,6
13,8,2,0.232,0.87,1,0.080078,1
13,8,3,0.232,0.87,1,0.131836,5
13,8,7,0.232,0.87,1,0.96463,8
14,7,1,0.219,0.871,1,0.23349,5
15,15,0,0.218,0.879,1,0.829895,5
15,15,2,0.218,0.879,1,0.841095,8
15,15,5,0.218,0.879,1,0.53241,3
15,15,8,0.218,0.879,1,0.827393,9
16,8,1,0.201,0.854,1,0.004578,1
17,16,1,0.22,0.885,1,0.70105,6
17,16,3,0.22,0.885,1,0.825439,1
17,16,9,0.22,0.885,1,0.397888,5
17,16,11,0.22,0.885,1,0.76535,7
18,10,5,0.213,0.871,1,0.833832,6
19,5,0,0.203,0.874,1,0.112244,1
19,5,3,0.203,0.874,1,0.898804,7
20,16,3,0.203,0.875,1,0.278656,1
20,16,6,0.203,0.875,1,0.033478,0
21,6,3,0.224,0.868,1,0.898315,0
22,11,3,0.213,0.886,1,0.408691,0
22,11,5,0.213,0.886,1,0.151917,4
22,11,6,0.213,0.886,1,0.42868,9
22,11,9,0.213,0.886,1,0.148865,6
24,12,3,0.204,0.882,1,0.052155,0
25,15,5,0.222,0.878,1,0.645233,6
25,15,11,0.222,0.878,1,0.493164,0
25,15,12,0.222,0.878,1,0.837799,2
26,20,9,0.21,0.877,1,0.462555,0
26,20,11,0.21,0.877,1,0.286377,3
26,20,16,0.21,0.877,1,0.787109,1
27,10,6,0.197,0.884,1,0.611298,6
28,20,7,0.222,0.858,1,0.067688,5
28,20,10,0.222,0.858,1,0.184448,1
28,20,13,0.222,0.858,1,0.846466,0
29,20,0,0.225,0.848,1,0.360596,4
29,20,7,0.225,0.848,1,0.737427,2
29,20,14,0.225,0.848,1,0.406128,1
30,13,1,0.214,0.883,1,0.062134,2
30,13,7,0.214,0.883,1,0.06781,1
30,13,8,0.214,0.883,1,0.664124,8
30,13,10,0.214,0.883,1,0.671021,3
30,13,12,0.214,0.883,1,0.310181,9
31,10,0,0.21,0.878,1,0.955322,3
31,10,2,0.21,0.878,1,0.158966,1
31,10,9,0.21,0.878,1,0.02298,6
32,15,7,0.224,0.892,1,0.283295,3
32,15,8,0.224,0.892,1,0.733795,1
32,15,9,0.224,0.892,1,0.170441,0
32,15,11,0.224,0.892,1,0.656281,8
33,22,4,0.215,0.885,1,0.836731,7
33,22,5,0.215,0.885,1,0.559479,0
33,22,8,0.215,0.885,1,0.952362,5
33,22,9,0.215,0.885,1,0.062012,3
33,22,15,0.215,0.885,1,0.594818,8
33,22,16,0.215,0.885,1,0.636414,2
33,22,18,0.215,0.885,1,0.206482,4
33,22,19,0.215,0.885,1,0.766693,9
33,22,21,0.215,0.885,1,0.398285,6
34,3,2,0.204,0.891,1,0.900909,0
35,23,0,0.211,0.883,1,0.447327,0
35,23,2,0.211,0.883,1,0.855652,6
35,23,6,0.211,0.883,1,0.271759,2
35,23,8,0.211,0.883,1,0.769348,4
35,23,9,0.211,0.883,1,0.819366,5
35,23,11,0.211,0.883,1,0.213287,1
35,23,12,0.211,0.883,1,0.366364,7
35,23,13,0.211,0.883,1,0.158478,3
35,23,15,0.211,0.883,1,0.778137,8
35,23,18,0.211,0.883,1,0.56839,9
35,23,21,0.211,0.883,1,0.259644,9
36,19,7,0.226,0.864,1,0.867798,3
36,19,17,0.226,0.864,1,0.75705,2
37,9,4,0.204,0.862,1,0.064606,3
38,27,6,0.186,0.87,1,0.298676,3
38,27,7,0.186,0.87,1,0.052673,9
38,27,8,0.186,0.87,1,0.159088,1
38,27,9,0.186,0.87,1,0.969757,0
38,27,15,0.186,0.87,1,0.995605,4
38,27,21,0.186,0.87,1,0.338379,2
38,27,22,0.186,0.87,1,0.88681,8
38,27,26,0.186,0.87,1,0.384766,7
39,5,1,0.233,0.878,1,0.012939,0
39,5,3,0.233,0.878,1,0.223358,4
40,16,0,0.217,0.889,1,0.916016,4
40,16,6,0.217,0.889,1,0.714783,0
40,16,11,0.217,0.889,1,0.775513,3
41,17,10,0.222,0.866,1,0.18103,0
42,3,1,0.208,0.883,1,0.318878,0
43,19,1,0.208,0.866,1,0.865326,0
43,19,8,0.208,0.866,1,0.421173,3
43,19,14,0.208,0.866,1,0.05069,5
43,19,17,0.208,0.866,1,0.525238,7
43,19,18,0.208,0.866,1,0.47995,1
44,18,0,0.229,0.874,1,0.913025,1
44,18,3,0.229,0.874,1,0.691895,7
44,18,9,0.229,0.874,1,0.362762,4
44,18,10,0.229,0.874,1,0.579651,0
44,18,15,0.229,0.874,1,0.519653,9
44,18,16,0.229,0.874,1,0.736267,8
45,23,0,0.212,0.857,1,0.536499,9
45,23,8,0.212,0.857,1,0.805603,3
45,23,14,0.212,0.857,1,0.882385,1
46,15,1,0.215,0.874,1,0.983246,9
46,15,3,0.215,0.874,1,0.323273,1
46,15,11,0.215,0.874,1,0.728394,0
47,10,1,0.204,0.889,1,0.580627,4
47,10,5,0.204,0.889,1,0.96756,2
47,10,7,0.204,0.889,1,0.038208,6
48,11,1,0.235,0.876,1,0.914124,2
48,11,4,0.235,0.876,1,0.538544,1
48,11,8,0.235,0.876,1,0.731873,0
48,11,10,0.235,0.876,1,0.340668,8
49,29,1,0.196,0.879,1,0.969818,3
49,29,6,0.196,0.879,1,0.65387,9
49,29,9,0.196,0.879,1,0.418121,1
49,29,23,0.196,0.879,1,0.26651,6
49,29,25,0.196,0.879,1,0.832642,5
50,11,6,0.227,0.872,1,0.213898,1